"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"11.02.2022","-0,554","-0,526","-0,513","-0,589","-2,29%"
"10.02.2022","-0,567","-0,538","-0,526","-0,597","0,71%"
"09.02.2022","-0,563","-0,570","-0,508","-0,606","5,83%"
"08.02.2022","-0,532","-0,536","-0,510","-0,622","-8,90%"
"07.02.2022","-0,584","-0,555","-0,512","-0,604","4,85%"
"04.02.2022","-0,557","-0,549","-0,479","-0,576","6,91%"
"03.02.2022","-0,521","-0,511","-0,454","-0,596","-12,14%"
"02.02.2022","-0,593","-0,521","-0,509","-0,608","14,48%"
"01.02.2022","-0,518","-0,520","-0,488","-0,572","-0,58%"
"31.01.2022","-0,521","-0,550","-0,500","-0,569","-8,44%"
"28.01.2022","-0,569","-0,556","-0,516","-0,627","-3,07%"
"27.01.2022","-0,587","-0,601","-0,529","-0,621","5,39%"
"26.01.2022","-0,557","-0,552","-0,549","-0,629","-10,16%"
"25.01.2022","-0,620","-0,625","-0,545","-0,629","12,52%"
"24.01.2022","-0,551","-0,547","-0,542","-0,613","-4,34%"
"21.01.2022","-0,576","-0,572","-0,541","-0,589","5,88%"
"20.01.2022","-0,544","-0,570","-0,532","-0,601","2,64%"
"19.01.2022","-0,530","-0,515","-0,510","-0,598","-1,12%"
"18.01.2022","-0,536","-0,555","-0,534","-0,583","-4,46%"
"17.01.2022","-0,561","-0,586","-0,559","-0,596","-0,53%"
"14.01.2022","-0,564","-0,610","-0,564","-0,615","0,00%"
"13.01.2022","-0,564","-0,617","-0,564","-0,622","-10,90%"
"12.01.2022","-0,633","-0,606","-0,597","-0,633","0,00%"
"11.01.2022","-0,633","-0,620","-0,595","-0,634","-4,52%"
"10.01.2022","-0,663","-0,670","-0,564","-0,705","0,00%"
"07.01.2022","-0,663","-0,678","-0,657","-0,685","0,00%"
"06.01.2022","-0,663","-0,668","-0,656","-0,692","-0,45%"
"05.01.2022","-0,666","-0,673","-0,661","-0,681","0,60%"
"04.01.2022","-0,662","-0,719","-0,635","-0,719","0,00%"
"03.01.2022","-0,662","0,020","0,022","-0,728","-6,63%"
"31.12.2021","-0,709","-0,709","-0,709","-0,709","0,28%"
"30.12.2021","-0,707","-0,711","-0,695","-0,728","2,46%"
"29.12.2021","-0,690","-0,691","-0,690","-0,745","0,00%"
"28.12.2021","-0,690","-0,688","-0,671","-0,709","2,22%"
"27.12.2021","-0,675","-0,688","-0,616","-0,688","0,75%"
"23.12.2021","-0,670","-0,698","-0,635","-0,698","-4,69%"
"22.12.2021","-0,703","-0,705","-0,702","-0,729","-1,82%"
"21.12.2021","-0,716","-0,690","-0,686","-0,733","3,92%"
"20.12.2021","-0,689","-0,682","-0,681","-0,703","3,45%"
"17.12.2021","-0,666","-0,662","-0,662","-0,695","-1,04%"
"16.12.2021","-0,673","-0,680","-0,581","-0,687","3,22%"
"15.12.2021","-0,652","-0,673","-0,652","-0,682","-15,98%"
"14.12.2021","-0,776","-0,732","-0,717","-0,780","0,00%"
"13.12.2021","-0,776","-0,773","-0,734","-0,780","-2,02%"
"10.12.2021","-0,792","-0,756","-0,704","-0,845","0,25%"
"09.12.2021","-0,790","-0,755","-0,752","-0,806","0,00%"
"08.12.2021","-0,790","-0,804","-0,759","-0,814","-0,88%"
"07.12.2021","-0,797","-0,802","-0,752","-0,812","-0,87%"
"06.12.2021","-0,804","-0,767","-0,759","-0,816","0,12%"
"03.12.2021","-0,803","-0,776","-0,768","-0,890","0,88%"
"02.12.2021","-0,796","-0,756","-0,754","-0,824","1,66%"
"01.12.2021","-0,783","-0,738","-0,733","-0,815","2,76%"
"30.11.2021","-0,762","-0,700","-0,698","-0,780","4,96%"
"29.11.2021","-0,726","-0,700","-0,698","-0,728","-0,14%"
"26.11.2021","-0,727","-0,697","-0,697","-0,752","0,00%"
"25.11.2021","-0,727","-0,699","-0,695","-0,773","0,14%"
"24.11.2021","-0,726","-0,725","-0,696","-0,742","0,14%"
"23.11.2021","-0,725","-0,698","-0,695","-0,744","-1,63%"
"22.11.2021","-0,737","-0,691","-0,691","-0,746","2,22%"
"19.11.2021","-0,721","-0,708","-0,688","-0,748","-1,90%"
"18.11.2021","-0,735","-0,718","-0,675","-0,742","3,81%"
"17.11.2021","-0,708","-0,677","-0,675","-0,720","0,14%"
"16.11.2021","-0,707","-0,652","-0,650","-0,721","3,97%"
"15.11.2021","-0,680","-0,632","-0,604","-0,698","0,74%"
"12.11.2021","-0,675","-0,743","-0,675","-0,827","0,00%"
"11.11.2021","-0,675","-0,709","-0,672","-0,758","-8,78%"
"10.11.2021","-0,740","-0,652","-0,652","-0,757","9,96%"
"09.11.2021","-0,673","-0,673","-0,644","-0,748","0,15%"
"08.11.2021","-0,672","-0,672","-0,636","-0,712","0,00%"
"05.11.2021","-0,672","-0,679","-0,608","-0,688","-2,47%"
"04.11.2021","-0,689","-0,637","-0,608","-0,696","13,14%"
"03.11.2021","-0,609","-0,615","-0,602","-0,702","-8,42%"
"02.11.2021","-0,665","-0,577","-0,577","-0,673","8,31%"
"01.11.2021","-0,614","-0,577","-0,572","-0,670","6,23%"
"29.10.2021","-0,578","-0,620","-0,553","-0,621","-8,40%"
"28.10.2021","-0,631","-0,639","-0,584","-0,710","-2,47%"
"27.10.2021","-0,647","-0,596","-0,581","-0,658","11,17%"
"26.10.2021","-0,582","-0,591","-0,578","-0,603","0,69%"
"25.10.2021","-0,578","-0,588","-0,575","-0,593","0,00%"
"22.10.2021","-0,578","-0,573","-0,565","-0,600","2,30%"
"21.10.2021","-0,565","-0,554","-0,551","-0,608","0,89%"
"20.10.2021","-0,560","-0,562","-0,554","-0,580","-0,53%"
"19.10.2021","-0,563","-0,572","-0,556","-0,581","-2,43%"
"18.10.2021","-0,577","-0,572","-0,564","-0,577","0,52%"
"15.10.2021","-0,574","-0,575","-0,573","-0,590","3,99%"
"14.10.2021","-0,552","-0,564","-0,550","-0,580","0,18%"
"13.10.2021","-0,551","-0,565","-0,550","-0,579","0,00%"
"12.10.2021","-0,551","-0,551","-0,551","-0,579","0,18%"
"11.10.2021","-0,550","-0,551","-0,550","-0,573","-0,36%"
"08.10.2021","-0,552","-0,561","-0,551","-0,573","-1,60%"
"07.10.2021","-0,561","-0,570","-0,547","-0,579","-0,53%"
"06.10.2021","-0,564","-0,565","-0,558","-0,578","-1,05%"
"05.10.2021","-0,570","-0,552","-0,536","-0,580","2,15%"
"04.10.2021","-0,558","-0,568","-0,544","-0,571","-0,18%"
"01.10.2021","-0,559","-0,557","-0,557","-0,584","0,54%"
"30.09.2021","-0,556","-0,562","-0,556","-0,576","-0,54%"
"29.09.2021","-0,559","-0,570","-0,559","-0,580","0,00%"
"28.09.2021","-0,559","-0,552","-0,552","-0,585","1,27%"
"27.09.2021","-0,552","-0,555","-0,552","-0,574","-0,72%"
"24.09.2021","-0,556","-0,557","-0,555","-0,582","-0,36%"
"23.09.2021","-0,558","-0,570","-0,526","-0,584","0,00%"
"22.09.2021","-0,558","-0,560","-0,549","-0,581","1,45%"
"21.09.2021","-0,550","-0,557","-0,544","-0,577","1,29%"
"20.09.2021","-0,543","-0,552","-0,542","-0,566","0,00%"
"17.09.2021","-0,543","-0,554","-0,534","-0,566","1,31%"
"16.09.2021","-0,536","-0,535","-0,525","-0,561","2,10%"
"15.09.2021","-0,525","-0,536","-0,525","-0,555","-4,89%"
"14.09.2021","-0,552","-0,549","-0,545","-0,569","-0,72%"
"13.09.2021","-0,556","-0,548","-0,545","-0,557","1,09%"
"10.09.2021","-0,550","-0,540","-0,540","-0,561","2,80%"
"09.09.2021","-0,535","-0,547","-0,520","-0,574","-3,08%"
"08.09.2021","-0,552","-0,549","-0,546","-0,560","0,36%"
"07.09.2021","-0,550","-0,549","-0,543","-0,562","1,29%"
"06.09.2021","-0,543","-0,546","-0,543","-0,550","-0,55%"
"03.09.2021","-0,546","-0,548","-0,546","-0,548","-2,50%"
"02.09.2021","-0,560","-0,545","-0,543","-0,565","2,38%"
"01.09.2021","-0,547","-0,542","-0,535","-0,554","0,55%"
