"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"20.10.2021","-0,459","-0,457","-0,453","-0,483","-0,22%"
"19.10.2021","-0,460","-0,477","-0,453","-0,488","-0,86%"
"18.10.2021","-0,464","-0,463","-0,451","-0,489","-1,07%"
"15.10.2021","-0,469","-0,487","-0,443","-0,494","-2,49%"
"14.10.2021","-0,481","-0,471","-0,471","-0,497","1,26%"
"13.10.2021","-0,475","-0,473","-0,471","-0,499","-0,21%"
"12.10.2021","-0,476","-0,473","-0,409","-0,496","0,63%"
"11.10.2021","-0,473","-0,477","-0,473","-0,501","-1,66%"
"08.10.2021","-0,481","-0,494","-0,450","-0,516","-3,61%"
"07.10.2021","-0,499","-0,502","-0,495","-0,520","0,81%"
"06.10.2021","-0,495","-0,493","-0,457","-0,515","-1,98%"
"05.10.2021","-0,505","-0,504","-0,495","-0,522","0,40%"
"04.10.2021","-0,503","-0,512","-0,499","-0,522","-1,76%"
"01.10.2021","-0,512","-0,505","-0,503","-0,516","-5,88%"
"30.09.2021","-0,544","-0,548","-0,514","-0,570","-0,91%"
"29.09.2021","-0,549","-0,548","-0,544","-0,568","-0,18%"
"28.09.2021","-0,550","-0,545","-0,520","-0,568","0,18%"
"27.09.2021","-0,549","-0,557","-0,549","-0,566","-0,72%"
"24.09.2021","-0,553","-0,550","-0,548","-0,574","0,00%"
"23.09.2021","-0,553","-0,544","-0,540","-0,574","0,91%"
"22.09.2021","-0,548","-0,549","-0,544","-0,564","-1,62%"
"21.09.2021","-0,557","-0,545","-0,545","-0,565","2,39%"
"20.09.2021","-0,544","-0,539","-0,538","-0,560","-1,27%"
"17.09.2021","-0,551","-0,575","-0,527","-0,575","1,47%"
"16.09.2021","-0,543","-0,546","-0,543","-0,568","-3,04%"
"15.09.2021","-0,560","-0,604","-0,523","-0,625","-7,13%"
"14.09.2021","-0,603","-0,574","-0,570","-0,663","5,05%"
"13.09.2021","-0,574","-0,563","-0,513","-0,600","5,71%"
"10.09.2021","-0,543","-0,551","-0,536","-0,563","2,45%"
"09.09.2021","-0,530","-0,525","-0,508","-0,553","0,76%"
"08.09.2021","-0,526","-0,519","-0,517","-0,542","0,96%"
"07.09.2021","-0,521","-0,533","-0,519","-0,533","-2,62%"
"06.09.2021","-0,535","-0,536","-0,532","-0,545","-0,93%"
"03.09.2021","-0,540","-0,541","-0,539","-0,554","0,19%"
"02.09.2021","-0,539","-0,534","-0,534","-0,546","1,51%"
"01.09.2021","-0,531","-0,530","-0,527","-0,551","0,38%"
