"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"27.11.2021","0,619","0,619","0,619","0,619","-0,08%"
"26.11.2021","0,620","0,654","0,660","0,611","-12,55%"
"25.11.2021","0,709","0,698","0,720","0,679","-0,84%"
"24.11.2021","0,715","0,681","0,756","0,677","3,92%"
"23.11.2021","0,688","0,613","0,706","0,613","17,01%"
"22.11.2021","0,588","0,526","0,597","0,507","13,08%"
"20.11.2021","0,520","0,518","0,520","0,518","-0,57%"
"19.11.2021","0,523","0,587","0,598","0,518","-10,60%"
"18.11.2021","0,585","0,604","0,623","0,571","-7,73%"
"17.11.2021","0,634","0,629","0,649","0,606","1,44%"
"16.11.2021","0,625","0,648","0,663","0,620","-2,34%"
"15.11.2021","0,640","0,580","0,659","0,570","4,75%"
"12.11.2021","0,611","0,616","0,669","0,605","0,00%"
"11.11.2021","0,611","0,611","0,621","0,593","5,53%"
"10.11.2021","0,579","0,515","0,590","0,498","14,20%"
"09.11.2021","0,507","0,531","0,541","0,501","-5,94%"
"08.11.2021","0,539","0,537","0,550","0,520","1,89%"
"05.11.2021","0,529","0,604","0,612","0,527","-11,54%"
"04.11.2021","0,598","0,697","0,707","0,586","-17,17%"
"03.11.2021","0,722","0,742","0,744","0,692","-4,37%"
"02.11.2021","0,755","0,840","0,843","0,740","-16,11%"
"01.11.2021","0,900","0,867","0,961","0,843","5,70%"
"30.10.2021","0,851","0,851","0,851","0,851","-1,56%"
"29.10.2021","0,865","0,810","0,911","0,782","20,64%"
"28.10.2021","0,717","0,661","0,773","0,659","16,40%"
"27.10.2021","0,616","0,659","0,673","0,601","-6,81%"
"26.10.2021","0,661","0,634","0,665","0,622","3,44%"
"25.10.2021","0,639","0,649","0,675","0,636","-4,91%"
"23.10.2021","0,672","0,678","0,678","0,672","-1,61%"
"22.10.2021","0,683","0,678","0,708","0,672","2,09%"
"21.10.2021","0,669","0,646","0,674","0,632","5,19%"
"20.10.2021","0,636","0,671","0,675","0,632","-2,90%"
"19.10.2021","0,655","0,595","0,670","0,594","5,82%"
"18.10.2021","0,619","0,616","0,665","0,612","6,36%"
"15.10.2021","0,582","0,569","0,599","0,568","4,49%"
"14.10.2021","0,557","0,625","0,635","0,547","-8,84%"
"13.10.2021","0,611","0,614","0,627","0,593","-1,77%"
"12.10.2021","0,622","0,628","0,630","0,592","0,32%"
"11.10.2021","0,620","0,602","0,633","0,593","5,89%"
"09.10.2021","0,586","0,586","0,586","0,586","-0,43%"
"08.10.2021","0,588","0,587","0,607","0,554","4,44%"
"07.10.2021","0,563","0,578","0,581","0,550","-5,85%"
"06.10.2021","0,598","0,612","0,635","0,583","4,36%"
"05.10.2021","0,573","0,544","0,580","0,523","4,18%"
"04.10.2021","0,550","0,539","0,571","0,538","2,04%"
"01.10.2021","0,539","0,558","0,575","0,516","-7,07%"
"30.09.2021","0,580","0,558","0,585","0,534","6,62%"
"29.09.2021","0,544","0,554","0,556","0,528","-4,90%"
"28.09.2021","0,572","0,543","0,591","0,539","11,50%"
"27.09.2021","0,513","0,490","0,544","0,485","3,74%"
"25.09.2021","0,495","0,496","0,496","0,495","-1,49%"
"24.09.2021","0,502","0,468","0,512","0,467","13,57%"
"23.09.2021","0,442","0,407","0,446","0,379","15,40%"
"22.09.2021","0,383","0,422","0,426","0,380","-6,36%"
"21.09.2021","0,409","0,430","0,441","0,396","-7,05%"
"20.09.2021","0,440","0,456","0,461","0,420","-0,34%"
"19.09.2021","0,442","0,442","0,442","0,442","-0,90%"
"18.09.2021","0,445","0,445","0,445","0,445","0,56%"
"17.09.2021","0,443","0,434","0,466","0,431","4,98%"
"16.09.2021","0,422","0,434","0,442","0,417","-1,86%"
"15.09.2021","0,430","0,393","0,431","0,389","11,40%"
"14.09.2021","0,386","0,421","0,450","0,382","-8,53%"
"13.09.2021","0,422","0,443","0,445","0,418","-3,54%"
"12.09.2021","0,438","0,438","0,438","0,438","0,23%"
"11.09.2021","0,437","0,437","0,437","0,437","-1,02%"
"10.09.2021","0,441","0,411","0,444","0,411","9,70%"
"09.09.2021","0,402","0,492","0,492","0,398","-16,94%"
"08.09.2021","0,484","0,488","0,496","0,469","-2,62%"
"07.09.2021","0,497","0,435","0,499","0,435","16,67%"
"06.09.2021","0,426","0,436","0,457","0,424","-2,74%"
"03.09.2021","0,438","0,406","0,453","0,403","8,68%"
"02.09.2021","0,403","0,419","0,419","0,395","-5,62%"
"01.09.2021","0,427","0,431","0,456","0,424","-2,29%"
