"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"09.12.2021","0,510","0,515","0,526","0,497","-6,08%"
"08.12.2021","0,543","0,440","0,544","0,437","22,57%"
"07.12.2021","0,443","0,447","0,460","0,424","8,05%"
"06.12.2021","0,410","0,426","0,447","0,401","-8,69%"
"03.12.2021","0,449","0,477","0,506","0,437","-5,67%"
"02.12.2021","0,476","0,537","0,539","0,460","-11,19%"
"01.12.2021","0,536","0,485","0,558","0,485","14,29%"
"30.11.2021","0,469","0,464","0,481","0,430","0,86%"
"29.11.2021","0,465","0,459","0,495","0,454","2,31%"
"27.11.2021","0,454","0,454","0,454","0,454","-0,11%"
"26.11.2021","0,455","0,487","0,493","0,445","-14,95%"
"25.11.2021","0,535","0,522","0,548","0,504","-0,56%"
"24.11.2021","0,538","0,507","0,573","0,503","5,08%"
"23.11.2021","0,512","0,445","0,529","0,445","20,75%"
"22.11.2021","0,424","0,366","0,432","0,350","16,32%"
"20.11.2021","0,364","0,364","0,364","0,364","-0,95%"
"19.11.2021","0,368","0,429","0,436","0,362","-13,00%"
"18.11.2021","0,423","0,447","0,460","0,410","-10,00%"
"17.11.2021","0,470","0,466","0,484","0,448","1,95%"
"16.11.2021","0,461","0,491","0,508","0,457","-3,56%"
"15.11.2021","0,478","0,429","0,498","0,416","5,29%"
"12.11.2021","0,454","0,462","0,513","0,451","0,00%"
"11.11.2021","0,454","0,448","0,469","0,436","8,61%"
"10.11.2021","0,418","0,366","0,427","0,348","18,08%"
"09.11.2021","0,354","0,382","0,387","0,349","-8,29%"
"08.11.2021","0,386","0,388","0,400","0,371","1,58%"
"05.11.2021","0,380","0,455","0,461","0,379","-14,99%"
"04.11.2021","0,447","0,541","0,547","0,436","-20,46%"
"03.11.2021","0,562","0,575","0,576","0,533","-4,58%"
"02.11.2021","0,589","0,680","0,682","0,574","-19,65%"
"01.11.2021","0,733","0,720","0,789","0,683","6,23%"
"30.10.2021","0,690","0,690","0,690","0,690","-2,27%"
"29.10.2021","0,706","0,661","0,746","0,628","24,73%"
"28.10.2021","0,566","0,513","0,618","0,507","22,25%"
"27.10.2021","0,463","0,495","0,511","0,443","-6,65%"
"26.10.2021","0,496","0,475","0,498","0,464","3,33%"
"25.10.2021","0,480","0,490","0,511","0,475","-5,97%"
"23.10.2021","0,511","0,511","0,511","0,511","-1,83%"
"22.10.2021","0,520","0,511","0,543","0,506","3,79%"
"21.10.2021","0,501","0,480","0,506","0,464","6,60%"
"20.10.2021","0,470","0,505","0,508","0,466","-3,49%"
"19.10.2021","0,487","0,431","0,502","0,430","7,51%"
"18.10.2021","0,453","0,445","0,491","0,443","10,22%"
"15.10.2021","0,411","0,399","0,427","0,399","5,93%"
"14.10.2021","0,388","0,452","0,462","0,381","-11,82%"
"13.10.2021","0,440","0,439","0,451","0,422","-0,68%"
"12.10.2021","0,443","0,447","0,448","0,418","0,45%"
"11.10.2021","0,441","0,427","0,452","0,419","7,04%"
"08.10.2021","0,412","0,415","0,432","0,382","4,83%"
"07.10.2021","0,393","0,406","0,410","0,380","-8,18%"
"06.10.2021","0,428","0,436","0,458","0,414","6,73%"
"05.10.2021","0,401","0,374","0,407","0,357","5,53%"
"04.10.2021","0,380","0,369","0,399","0,369","2,15%"
"01.10.2021","0,372","0,395","0,405","0,355","-9,71%"
"30.09.2021","0,412","0,394","0,417","0,373","7,57%"
"29.09.2021","0,383","0,393","0,393","0,367","-5,90%"
"28.09.2021","0,407","0,375","0,423","0,373","15,95%"
"27.09.2021","0,351","0,329","0,376","0,323","5,72%"
"25.09.2021","0,332","0,333","0,333","0,332","-2,35%"
"24.09.2021","0,340","0,307","0,346","0,307","19,72%"
"23.09.2021","0,284","0,253","0,288","0,227","22,41%"
"22.09.2021","0,232","0,267","0,271","0,229","-9,02%"
"21.09.2021","0,255","0,274","0,283","0,245","-10,21%"
"20.09.2021","0,284","0,297","0,303","0,265","-0,53%"
"18.09.2021","0,285","0,285","0,285","0,285","-0,17%"
"17.09.2021","0,286","0,281","0,303","0,278","6,32%"
"16.09.2021","0,269","0,277","0,283","0,263","-2,18%"
"15.09.2021","0,275","0,242","0,275","0,238","17,52%"
"14.09.2021","0,234","0,269","0,296","0,232","-13,33%"
"13.09.2021","0,270","0,290","0,291","0,265","-5,10%"
"12.09.2021","0,285","0,285","0,285","0,285","0,00%"
"11.09.2021","0,285","0,285","0,285","0,285","-1,22%"
"10.09.2021","0,288","0,264","0,293","0,264","12,50%"
"09.09.2021","0,256","0,331","0,332","0,252","-21,23%"
"08.09.2021","0,325","0,329","0,337","0,311","-3,56%"
"07.09.2021","0,337","0,274","0,338","0,274","25,75%"
"06.09.2021","0,268","0,274","0,293","0,266","-3,94%"
"03.09.2021","0,279","0,250","0,290","0,246","13,88%"
"02.09.2021","0,245","0,261","0,262","0,238","-8,92%"
"01.09.2021","0,269","0,277","0,297","0,266","-3,93%"
