"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"07.10.2021","-0,086","-0,083","-0,055","-0,101","32,31%"
"06.10.2021","-0,065","-0,055","-0,036","-0,072","-17,72%"
"05.10.2021","-0,079","-0,092","-0,066","-0,103","-12,22%"
"04.10.2021","-0,090","-0,099","-0,056","-0,100","-4,26%"
"01.10.2021","-0,094","-0,074","-0,065","-0,101","49,21%"
"30.09.2021","-0,063","-0,074","-0,039","-0,086","-17,11%"
"29.09.2021","-0,076","-0,070","-0,052","-0,088","26,67%"
"28.09.2021","-0,060","-0,079","-0,048","-0,085","-38,78%"
"27.09.2021","-0,098","-0,111","-0,083","-0,115","-14,41%"
"25.09.2021","-0,115","-0,115","-0,115","-0,115","8,02%"
"24.09.2021","-0,106","-0,128","-0,077","-0,128","-26,90%"
"23.09.2021","-0,145","-0,164","-0,142","-0,185","-18,99%"
"22.09.2021","-0,179","-0,153","-0,149","-0,181","11,88%"
"21.09.2021","-0,160","-0,138","-0,112","-0,162","21,21%"
"20.09.2021","-0,132","-0,120","-0,115","-0,142","0,00%"
"18.09.2021","-0,132","-0,132","-0,132","-0,132","3,54%"
"17.09.2021","-0,127","-0,130","-0,115","-0,136","-11,19%"
"16.09.2021","-0,143","-0,138","-0,137","-0,150","2,88%"
"15.09.2021","-0,139","-0,166","-0,138","-0,166","-16,77%"
"14.09.2021","-0,167","-0,140","-0,124","-0,170","19,29%"
"13.09.2021","-0,140","-0,122","-0,103","-0,142","7,28%"
"12.09.2021","-0,131","-0,131","-0,131","-0,131","-2,97%"
"11.09.2021","-0,134","-0,134","-0,134","-0,134","6,75%"
"10.09.2021","-0,126","-0,141","-0,095","-0,141","-14,29%"
"09.09.2021","-0,147","-0,085","-0,082","-0,148","56,38%"
"08.09.2021","-0,094","-0,092","-0,068","-0,109","1,08%"
"07.09.2021","-0,093","-0,139","-0,076","-0,139","-37,16%"
"06.09.2021","-0,148","-0,139","-0,087","-0,149","6,47%"
"03.09.2021","-0,139","-0,158","-0,132","-0,161","-13,66%"
"02.09.2021","-0,161","-0,145","-0,133","-0,170","17,52%"
"01.09.2021","-0,137","-0,125","-0,114","-0,140","7,87%"
