"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"04.10.2021","0,288","0,277","0,305","0,277","2,86%"
"01.10.2021","0,280","0,301","0,314","0,264","-12,23%"
"30.09.2021","0,319","0,301","0,323","0,283","9,25%"
"29.09.2021","0,292","0,299","0,300","0,277","-7,01%"
"28.09.2021","0,314","0,286","0,331","0,283","19,39%"
"27.09.2021","0,263","0,242","0,285","0,236","7,35%"
"25.09.2021","0,245","0,246","0,246","0,245","-2,78%"
"24.09.2021","0,252","0,222","0,261","0,221","26,63%"
"23.09.2021","0,199","0,169","0,201","0,146","32,67%"
"22.09.2021","0,150","0,183","0,187","0,147","-12,79%"
"21.09.2021","0,172","0,192","0,199","0,164","-14,43%"
"20.09.2021","0,201","0,214","0,220","0,185","-1,47%"
"18.09.2021","0,204","0,204","0,204","0,204","-0,49%"
"17.09.2021","0,205","0,198","0,221","0,195","9,63%"
"16.09.2021","0,187","0,194","0,200","0,179","-2,09%"
"15.09.2021","0,191","0,161","0,193","0,155","26,49%"
"14.09.2021","0,151","0,184","0,209","0,148","-18,82%"
"13.09.2021","0,186","0,204","0,208","0,181","-7,23%"
"12.09.2021","0,200","0,200","0,200","0,200","2,56%"
"11.09.2021","0,196","0,196","0,196","0,196","-3,22%"
"10.09.2021","0,202","0,178","0,206","0,178","18,13%"
"09.09.2021","0,171","0,245","0,247","0,167","-28,45%"
"08.09.2021","0,239","0,241","0,248","0,224","-2,85%"
"07.09.2021","0,246","0,187","0,247","0,187","36,67%"
"06.09.2021","0,180","0,188","0,205","0,178","-5,26%"
"03.09.2021","0,190","0,165","0,200","0,161","18,01%"
"02.09.2021","0,161","0,178","0,178","0,154","-12,50%"
"01.09.2021","0,184","0,193","0,212","0,182","-6,60%"
