"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"15.10.2021","-0,464","-0,462","-0,460","-0,465","-0,64%"
"14.10.2021","-0,467","-0,470","-0,467","-0,478","-0,21%"
"13.10.2021","-0,468","-0,467","-0,464","-0,471","0,21%"
"12.10.2021","-0,467","-0,457","-0,457","-0,479","0,65%"
"11.10.2021","-0,464","-0,462","-0,460","-0,467","-1,69%"
"08.10.2021","-0,472","-0,469","-0,464","-0,477","-1,26%"
"07.10.2021","-0,478","-0,483","-0,471","-0,496","-0,21%"
"06.10.2021","-0,479","-0,465","-0,453","-0,488","-1,44%"
"05.10.2021","-0,486","-0,501","-0,477","-0,502","-2,61%"
"04.10.2021","-0,499","-0,499","-0,493","-0,512","0,81%"
"01.10.2021","-0,495","-0,493","-0,489","-0,500","-0,20%"
"30.09.2021","-0,496","-0,509","-0,477","-0,510","-1,39%"
"29.09.2021","-0,503","-0,503","-0,498","-0,510","0,80%"
"28.09.2021","-0,499","-0,503","-0,492","-0,519","-1,58%"
"27.09.2021","-0,507","-0,507","-0,498","-0,516","0,20%"
"24.09.2021","-0,506","-0,507","-0,506","-0,511","-0,39%"
"23.09.2021","-0,508","-0,504","-0,504","-0,518","-0,20%"
"22.09.2021","-0,509","-0,506","-0,502","-0,519","0,99%"
"21.09.2021","-0,504","-0,502","-0,500","-0,507","0,80%"
"20.09.2021","-0,500","-0,494","-0,494","-0,514","1,83%"
"17.09.2021","-0,491","-0,500","-0,486","-0,501","-1,01%"
"16.09.2021","-0,496","-0,478","-0,478","-0,512","2,27%"
"15.09.2021","-0,485","-0,485","-0,480","-0,485","-3,00%"
"14.09.2021","-0,500","-0,496","-0,457","-0,504","1,83%"
"13.09.2021","-0,491","-0,497","-0,426","-0,501","-0,81%"
"10.09.2021","-0,495","-0,488","-0,433","-0,501","-1,00%"
"09.09.2021","-0,500","-0,478","-0,460","-0,557","3,95%"
"08.09.2021","-0,481","-0,491","-0,438","-0,492","-1,23%"
"07.09.2021","-0,487","-0,496","-0,416","-0,513","-3,18%"
"06.09.2021","-0,503","-0,507","-0,495","-0,507","-0,98%"
"03.09.2021","-0,508","-0,507","-0,498","-0,514","0,20%"
"02.09.2021","-0,507","-0,504","-0,468","-0,514","0,60%"
"01.09.2021","-0,504","-0,495","-0,488","-0,504","2,23%"
