"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"25.03.2022","-0,443","-0,444","-0,429","-0,467","0,45%"
"24.03.2022","-0,441","-0,420","-0,420","-0,465","-2,43%"
"23.03.2022","-0,452","-0,449","-0,411","-0,473","1,35%"
"22.03.2022","-0,446","-0,455","-0,416","-0,465","-2,62%"
"21.03.2022","-0,458","-0,464","-0,448","-0,476","-2,97%"
"18.03.2022","-0,472","-0,449","-0,449","-0,486","0,43%"
"17.03.2022","-0,470","-0,458","-0,456","-0,480","1,08%"
"16.03.2022","-0,465","-0,450","-0,449","-0,474","1,31%"
"15.03.2022","-0,459","-0,415","-0,402","-0,468","-4,37%"
"14.03.2022","-0,480","-0,447","-0,447","-0,485","4,80%"
"11.03.2022","-0,458","-0,399","-0,397","-0,469","9,57%"
"10.03.2022","-0,418","-0,472","-0,384","-0,501","-14,69%"
"09.03.2022","-0,490","-0,487","-0,451","-0,500","-2,97%"
"08.03.2022","-0,505","-0,485","-0,455","-0,516","0,00%"
"07.03.2022","-0,505","-0,466","-0,465","-0,526","-3,07%"
"04.03.2022","-0,521","-0,470","-0,465","-0,526","7,20%"
"03.03.2022","-0,486","-0,488","-0,458","-0,494","0,83%"
"02.03.2022","-0,482","-0,494","-0,473","-0,551","-13,15%"
"01.03.2022","-0,555","-0,444","-0,444","-0,564","11,45%"
"28.02.2022","-0,498","-0,400","-0,384","-0,507","13,70%"
"25.02.2022","-0,438","-0,405","-0,394","-0,455","6,83%"
"24.02.2022","-0,410","-0,380","-0,377","-0,443","-2,61%"
"23.02.2022","-0,421","-0,423","-0,413","-0,451","-6,03%"
"22.02.2022","-0,448","-0,422","-0,421","-0,475","-0,22%"
"21.02.2022","-0,449","-0,471","-0,447","-0,473","-3,02%"
"18.02.2022","-0,463","-0,492","-0,455","-0,505","-5,12%"
"17.02.2022","-0,488","-0,453","-0,430","-0,495","11,93%"
"16.02.2022","-0,436","-0,370","-0,354","-0,445","18,16%"
"15.02.2022","-0,369","-0,338","-0,337","-0,385","-25,75%"
"14.02.2022","-0,497","-0,431","-0,428","-0,549","12,95%"
"11.02.2022","-0,440","-0,354","-0,354","-0,449","15,18%"
"10.02.2022","-0,382","-0,330","-0,330","-0,426","-2,30%"
"09.02.2022","-0,391","-0,328","-0,327","-0,392","16,02%"
"08.02.2022","-0,337","-0,232","-0,187","-0,348","21,66%"
"07.02.2022","-0,277","-0,280","-0,182","-0,310","-12,06%"
"04.02.2022","-0,315","-0,274","-0,274","-0,330","-2,78%"
"03.02.2022","-0,324","-0,373","-0,311","-0,411","-21,93%"
"02.02.2022","-0,415","-0,401","-0,399","-0,432","7,51%"
"01.02.2022","-0,386","-0,460","-0,386","-0,465","-15,54%"
"31.01.2022","-0,457","-0,412","-0,411","-0,485","-0,87%"
"28.01.2022","-0,461","-0,442","-0,441","-0,470","0,88%"
"27.01.2022","-0,457","-0,426","-0,397","-0,469","2,93%"
"26.01.2022","-0,444","-0,437","-0,420","-0,464","-4,31%"
"25.01.2022","-0,464","-0,465","-0,464","-0,477","-2,32%"
"24.01.2022","-0,475","-0,462","-0,433","-0,480","2,15%"
"21.01.2022","-0,465","-0,459","-0,428","-0,472","-0,21%"
"20.01.2022","-0,466","-0,430","-0,429","-0,470","1,30%"
"19.01.2022","-0,460","-0,435","-0,424","-0,464","4,55%"
"18.01.2022","-0,440","-0,410","-0,400","-0,444","0,46%"
"17.01.2022","-0,438","-0,392","-0,391","-0,444","-2,45%"
"14.01.2022","-0,449","-0,477","-0,444","-0,477","-5,87%"
"13.01.2022","-0,477","-0,464","-0,463","-0,478","0,63%"
"12.01.2022","-0,474","-0,392","-0,392","-0,477","1,28%"
"11.01.2022","-0,468","-0,471","-0,450","-0,482","-2,90%"
"10.01.2022","-0,482","-0,480","-0,456","-0,482","0,42%"
"07.01.2022","-0,480","-0,482","-0,468","-0,493","-0,62%"
"06.01.2022","-0,483","-0,477","-0,462","-0,490","0,42%"
"05.01.2022","-0,481","-0,480","-0,464","-0,507","-5,13%"
"04.01.2022","-0,507","-0,420","-0,417","-0,514","0,00%"
"03.01.2022","-0,507","-0,404","-0,404","-0,509","4,97%"
"31.12.2021","-0,483","-0,483","-0,483","-0,483","2,99%"
"30.12.2021","-0,469","-0,504","-0,459","-0,515","-6,94%"
"29.12.2021","-0,504","-0,459","-0,459","-0,504","9,33%"
"28.12.2021","-0,461","-0,430","-0,424","-0,466","6,71%"
"27.12.2021","-0,432","-0,440","-0,431","-0,441","0,23%"
"24.12.2021","-0,431","-0,431","-0,431","-0,431","-1,60%"
"23.12.2021","-0,438","-0,409","-0,409","-0,447","-0,90%"
"22.12.2021","-0,442","-0,457","-0,441","-0,463","0,68%"
"21.12.2021","-0,439","-0,457","-0,435","-0,478","-3,73%"
"20.12.2021","-0,456","-0,464","-0,449","-0,482","-1,51%"
"17.12.2021","-0,463","-0,470","-0,459","-0,485","-1,07%"
"16.12.2021","-0,468","-0,468","-0,435","-0,491","-0,64%"
"15.12.2021","-0,471","-0,463","-0,453","-0,485","-8,01%"
"14.12.2021","-0,512","-0,530","-0,509","-0,546","-5,54%"
"13.12.2021","-0,542","-0,484","-0,475","-0,550","12,68%"
"10.12.2021","-0,481","-0,473","-0,451","-0,528","1,48%"
"09.12.2021","-0,474","-0,463","-0,461","-0,510","-1,86%"
"08.12.2021","-0,483","-0,513","-0,453","-0,515","-5,29%"
"07.12.2021","-0,510","-0,487","-0,482","-0,518","1,19%"
"06.12.2021","-0,504","-0,524","-0,499","-0,527","1,20%"
"03.12.2021","-0,498","-0,494","-0,483","-0,535","-3,68%"
"02.12.2021","-0,517","-0,472","-0,468","-0,534","10,47%"
"01.12.2021","-0,468","-0,480","-0,459","-0,508","-3,70%"
"30.11.2021","-0,486","-0,483","-0,448","-0,526","0,62%"
"29.11.2021","-0,483","-0,487","-0,473","-0,512","-1,02%"
"26.11.2021","-0,488","-0,473","-0,470","-0,517","6,09%"
"25.11.2021","-0,460","-0,470","-0,450","-0,492","-0,22%"
"24.11.2021","-0,461","-0,462","-0,453","-0,496","0,66%"
"23.11.2021","-0,458","-0,480","-0,449","-0,502","-7,47%"
"22.11.2021","-0,495","-0,508","-0,442","-0,532","-1,79%"
"19.11.2021","-0,504","-0,492","-0,487","-0,536","-3,08%"
"18.11.2021","-0,520","-0,480","-0,446","-0,529","9,70%"
"17.11.2021","-0,474","-0,486","-0,461","-0,500","-4,63%"
"16.11.2021","-0,497","-0,496","-0,481","-0,498","0,00%"
"15.11.2021","-0,497","-0,509","-0,497","-0,510","-6,93%"
"12.11.2021","-0,534","-0,534","-0,502","-0,544","0,00%"
"11.11.2021","-0,534","-0,531","-0,523","-0,551","-1,29%"
"10.11.2021","-0,541","-0,561","-0,536","-0,592","-7,20%"
"09.11.2021","-0,583","-0,529","-0,528","-0,593","10,63%"
"08.11.2021","-0,527","-0,524","-0,518","-0,550","0,00%"
"05.11.2021","-0,527","-0,529","-0,522","-0,555","-0,94%"
"04.11.2021","-0,532","-0,520","-0,498","-0,555","2,31%"
"03.11.2021","-0,520","-0,503","-0,494","-0,537","4,42%"
"02.11.2021","-0,498","-0,423","-0,423","-0,520","22,36%"
"01.11.2021","-0,407","-0,384","-0,384","-0,481","3,56%"
"29.10.2021","-0,393","-0,460","-0,374","-0,471","-12,86%"
"28.10.2021","-0,451","-0,450","-0,424","-0,549","-4,04%"
"27.10.2021","-0,470","-0,464","-0,459","-0,505","0,86%"
"26.10.2021","-0,466","-0,465","-0,457","-0,483","1,75%"
"25.10.2021","-0,458","-0,462","-0,449","-0,469","4,57%"
"22.10.2021","-0,438","-0,434","-0,426","-0,460","0,46%"
"21.10.2021","-0,436","-0,459","-0,429","-0,462","-2,24%"
"20.10.2021","-0,446","-0,453","-0,439","-0,459","0,68%"
"19.10.2021","-0,443","-0,463","-0,443","-0,471","0,23%"
"18.10.2021","-0,442","-0,453","-0,429","-0,460","-4,74%"
