"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"21.01.2022","1,355","1,355","1,355","1,355","-1,09%"
"20.01.2022","1,370","1,370","1,370","1,370","-2,56%"
"19.01.2022","1,406","1,406","1,406","1,406","1,30%"
"18.01.2022","1,388","1,388","1,388","1,388","1,68%"
"17.01.2022","1,365","1,365","1,365","1,365","1,79%"
"14.01.2022","1,341","1,341","1,341","1,341","3,95%"
"13.01.2022","1,290","1,290","1,290","1,290","-3,08%"
"12.01.2022","1,331","1,331","1,331","1,331","-3,34%"
"11.01.2022","1,377","1,377","1,377","1,377","7,16%"
"10.01.2022","1,285","1,285","1,285","1,285","-2,58%"
"07.01.2022","1,319","1,319","1,319","1,319","3,53%"
"06.01.2022","1,274","1,274","1,274","1,274","2,41%"
"05.01.2022","1,244","1,244","1,244","1,244","1,88%"
"04.01.2022","1,221","1,221","1,221","1,221","1,92%"
"03.01.2022","1,198","1,198","1,198","1,198","1,10%"
"31.12.2021","1,185","1,185","1,185","1,185","0,42%"
"30.12.2021","1,180","1,180","1,180","1,180","1,64%"
"29.12.2021","1,161","1,161","1,161","1,161","5,55%"
"28.12.2021","1,100","1,100","1,100","1,100","-2,22%"
"27.12.2021","1,125","1,125","1,125","1,125","-0,18%"
"24.12.2021","1,127","1,127","1,127","1,127","1,81%"
"23.12.2021","1,107","1,107","1,107","1,107","4,83%"
"22.12.2021","1,056","1,056","1,056","1,056","3,83%"
"21.12.2021","1,017","1,017","1,017","1,017","8,65%"
"20.12.2021","0,936","0,936","0,936","0,936","3,08%"
"17.12.2021","0,908","0,908","0,908","0,908","-7,35%"
"16.12.2021","0,980","0,980","0,980","0,980","6,18%"
"15.12.2021","0,923","0,923","0,923","0,923","-1,70%"
"14.12.2021","0,939","0,939","0,939","0,939","2,96%"
"13.12.2021","0,912","0,912","0,912","0,912","-5,79%"
"10.12.2021","0,968","0,968","0,968","0,968","-3,39%"
"09.12.2021","1,002","1,002","1,002","1,002","-2,91%"
"08.12.2021","1,032","1,032","1,032","1,032","12,42%"
"07.12.2021","0,918","0,918","0,918","0,918","3,73%"
"06.12.2021","0,885","0,885","0,885","0,885","-4,43%"
"03.12.2021","0,926","0,926","0,926","0,926","-3,14%"
"02.12.2021","0,956","0,956","0,956","0,956","-6,64%"
"01.12.2021","1,024","1,024","1,024","1,024","4,28%"
"30.11.2021","0,982","0,982","0,982","0,982","0,31%"
"29.11.2021","0,979","0,979","0,979","0,979","1,03%"
"27.11.2021","0,969","0,969","0,969","0,969","-0,51%"
"26.11.2021","0,974","0,974","0,974","0,974","-8,29%"
"25.11.2021","1,062","1,062","1,062","1,062","-1,58%"
"24.11.2021","1,079","1,079","1,079","1,079","1,31%"
"23.11.2021","1,065","1,065","1,065","1,065","12,58%"
"22.11.2021","0,946","0,946","0,946","0,946","9,74%"
"20.11.2021","0,862","0,862","0,862","0,862","-0,12%"
"19.11.2021","0,863","0,863","0,863","0,863","-6,09%"
"18.11.2021","0,919","0,919","0,919","0,919","-6,22%"
"17.11.2021","0,980","0,980","0,980","0,980","0,82%"
"16.11.2021","0,972","0,972","0,972","0,972","-3,09%"
"15.11.2021","1,003","1,003","1,003","1,003","4,59%"
"12.11.2021","0,959","0,959","0,959","0,959","-0,42%"
"11.11.2021","0,963","0,963","0,963","0,963","2,67%"
"10.11.2021","0,938","0,938","0,938","0,938","11,01%"
"09.11.2021","0,845","0,845","0,845","0,845","-5,38%"
"08.11.2021","0,893","0,893","0,893","0,893","1,48%"
"05.11.2021","0,880","0,880","0,880","0,880","-6,28%"
"04.11.2021","0,939","0,939","0,939","0,939","-10,40%"
"03.11.2021","1,048","1,048","1,048","1,048","-3,68%"
"02.11.2021","1,088","1,088","1,088","1,088","-10,89%"
"01.11.2021","1,221","1,221","1,221","1,221","8,49%"
"30.10.2021","1,125","1,125","1,125","1,125","-0,75%"
"29.10.2021","1,134","1,134","1,134","1,134","13,17%"
"28.10.2021","1,002","1,002","1,002","1,002","11,83%"
"27.10.2021","0,896","0,896","0,896","0,896","-4,88%"
"26.10.2021","0,942","0,942","0,942","0,942","2,73%"
"25.10.2021","0,917","0,917","0,917","0,917","-3,98%"
"23.10.2021","0,955","0,955","0,955","0,955","-0,31%"
"22.10.2021","0,958","0,958","0,958","0,958","0,74%"
"21.10.2021","0,951","0,951","0,951","0,951","3,71%"
"20.10.2021","0,917","0,917","0,917","0,917","-3,27%"
"19.10.2021","0,948","0,948","0,948","0,948","5,45%"
"18.10.2021","0,899","0,899","0,899","0,899","3,21%"
"15.10.2021","0,871","0,871","0,871","0,871","4,06%"
"14.10.2021","0,837","0,837","0,837","0,837","-7,21%"
"13.10.2021","0,902","0,902","0,902","0,902","-2,06%"
"12.10.2021","0,921","0,921","0,921","0,921","0,77%"
"11.10.2021","0,914","0,914","0,914","0,914","3,75%"
"08.10.2021","0,881","0,881","0,881","0,881","3,53%"
"07.10.2021","0,851","0,851","0,851","0,851","-4,70%"
"06.10.2021","0,893","0,893","0,893","0,893","3,60%"
"05.10.2021","0,862","0,862","0,862","0,862","4,11%"
"04.10.2021","0,828","0,828","0,828","0,828","0,98%"
"01.10.2021","0,820","0,820","0,820","0,820","-4,98%"
"30.09.2021","0,863","0,863","0,863","0,863","4,10%"
"29.09.2021","0,829","0,829","0,829","0,829","-3,27%"
"28.09.2021","0,857","0,857","0,857","0,857","7,39%"
"27.09.2021","0,798","0,798","0,798","0,798","2,31%"
"25.09.2021","0,780","0,780","0,780","0,780","-0,26%"
"24.09.2021","0,782","0,782","0,782","0,782","8,76%"
"23.09.2021","0,719","0,719","0,719","0,719","8,45%"
"22.09.2021","0,663","0,663","0,663","0,663","-4,05%"
"21.09.2021","0,691","0,691","0,691","0,691","-3,89%"
"20.09.2021","0,719","0,719","0,719","0,719","0,14%"
"19.09.2021","0,718","0,718","0,718","0,718","-0,69%"
"18.09.2021","0,723","0,723","0,723","0,723","0,42%"
"17.09.2021","0,720","0,720","0,720","0,720","3,60%"
"16.09.2021","0,695","0,695","0,695","0,695","-0,71%"
"15.09.2021","0,700","0,700","0,700","0,700","7,86%"
"14.09.2021","0,649","0,649","0,649","0,649","-5,94%"
"13.09.2021","0,690","0,690","0,690","0,690","-1,92%"
"12.09.2021","0,703","0,703","0,703","0,703","-0,14%"
"11.09.2021","0,705","0,705","0,705","0,705","-0,35%"
"10.09.2021","0,707","0,707","0,707","0,707","5,21%"
"09.09.2021","0,672","0,672","0,672","0,672","-11,35%"
"08.09.2021","0,758","0,758","0,758","0,758","-0,39%"
"07.09.2021","0,761","0,761","0,761","0,761","10,29%"
"06.09.2021","0,690","0,690","0,690","0,690","-2,82%"
"03.09.2021","0,710","0,710","0,710","0,710","5,81%"
"02.09.2021","0,671","0,671","0,671","0,671","-3,45%"
"01.09.2021","0,695","0,695","0,695","0,695","-2,39%"
