"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"01.11.2021","-0,557","-0,551","-0,551","-0,568","1,09%"
"29.10.2021","-0,551","-0,555","-0,548","-0,555","-0,90%"
"28.10.2021","-0,556","-0,557","-0,539","-0,562","-1,07%"
"27.10.2021","-0,562","-0,548","-0,516","-0,568","2,37%"
"26.10.2021","-0,549","-0,540","-0,490","-0,557","2,23%"
"25.10.2021","-0,537","-0,501","-0,490","-0,546","3,87%"
"22.10.2021","-0,517","-0,490","-0,479","-0,552","5,73%"
"21.10.2021","-0,489","-0,517","-0,484","-0,530","-7,21%"
"20.10.2021","-0,527","-0,523","-0,518","-0,535","-1,50%"
"19.10.2021","-0,535","-0,534","-0,519","-0,540","0,75%"
"18.10.2021","-0,531","-0,550","-0,482","-0,557","-6,68%"
"15.10.2021","-0,569","-0,557","-0,557","-0,570","6,95%"
"14.10.2021","-0,532","-0,526","-0,523","-0,534","2,11%"
"13.10.2021","-0,521","-0,532","-0,518","-0,544","-1,14%"
"12.10.2021","-0,527","-0,536","-0,502","-0,546","0,57%"
"11.10.2021","-0,524","-0,534","-0,519","-0,535","-1,13%"
"08.10.2021","-0,530","-0,513","-0,492","-0,547","2,71%"
"07.10.2021","-0,516","-0,529","-0,504","-0,530","-4,62%"
"06.10.2021","-0,541","-0,541","-0,535","-0,546","0,37%"
"05.10.2021","-0,539","-0,524","-0,500","-0,548","0,75%"
"04.10.2021","-0,535","-0,504","-0,504","-0,541","0,56%"
"01.10.2021","-0,532","-0,531","-0,523","-0,537","-1,30%"
"30.09.2021","-0,539","-0,540","-0,465","-0,566","1,32%"
"29.09.2021","-0,532","-0,555","-0,527","-0,555","-0,56%"
"28.09.2021","-0,535","-0,536","-0,529","-0,551","-0,93%"
"27.09.2021","-0,540","-0,542","-0,527","-0,555","-0,37%"
"24.09.2021","-0,542","-0,550","-0,526","-0,565","-2,87%"
"23.09.2021","-0,558","-0,566","-0,524","-0,572","-2,28%"
"22.09.2021","-0,571","-0,572","-0,554","-0,579","2,33%"
"21.09.2021","-0,558","-0,573","-0,558","-0,580","2,20%"
"20.09.2021","-0,546","-0,568","-0,546","-0,577","0,00%"
"17.09.2021","-0,546","-0,550","-0,528","-0,576","2,06%"
"16.09.2021","-0,535","-0,550","-0,534","-0,606","0,00%"
"15.09.2021","-0,535","-0,550","-0,533","-0,556","5,31%"
"14.09.2021","-0,508","-0,530","-0,508","-0,530","0,00%"
"13.09.2021","-0,508","-0,513","-0,508","-0,566","6,95%"
"10.09.2021","-0,475","-0,519","-0,475","-0,531","-8,48%"
"09.09.2021","-0,519","-0,536","-0,519","-0,548","-2,99%"
"08.09.2021","-0,535","-0,536","-0,535","-0,548","0,00%"
"07.09.2021","-0,535","-0,535","-0,534","-0,554","0,00%"
"06.09.2021","-0,535","-0,536","-0,535","-0,555","-0,19%"
"03.09.2021","-0,536","-0,535","-0,535","-0,556","-2,72%"
"02.09.2021","-0,551","-0,535","-0,535","-0,551","0,00%"
"01.09.2021","-0,551","-0,535","-0,535","-0,553","-1,61%"
