"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"09.02.2022","0,945","0,981","0,990","0,939","-8,34%"
"08.02.2022","1,031","1,064","1,065","0,941","2,89%"
"07.02.2022","1,002","1,002","1,136","0,999","4,05%"
"04.02.2022","0,963","0,914","0,986","0,843","20,83%"
"03.02.2022","0,797","0,603","0,829","0,585","39,09%"
"02.02.2022","0,573","0,543","0,604","0,526","3,99%"
"01.02.2022","0,551","0,510","0,557","0,481","9,76%"
"31.01.2022","0,502","0,431","0,522","0,431","5,68%"
"28.01.2022","0,475","0,508","0,534","0,472","0,21%"
"27.01.2022","0,474","0,543","0,560","0,472","-5,58%"
"26.01.2022","0,502","0,468","0,512","0,464","6,58%"
"25.01.2022","0,471","0,468","0,482","0,455","0,21%"
"24.01.2022","0,470","0,472","0,475","0,437","-1,05%"
"21.01.2022","0,475","0,484","0,491","0,462","-3,26%"
"20.01.2022","0,491","0,522","0,522","0,482","-6,12%"
"19.01.2022","0,523","0,544","0,555","0,504","4,18%"
"18.01.2022","0,502","0,504","0,518","0,487","1,83%"
"17.01.2022","0,493","0,490","0,496","0,477","4,45%"
"14.01.2022","0,472","0,444","0,482","0,443","6,79%"
"13.01.2022","0,442","0,484","0,493","0,440","-4,12%"
"12.01.2022","0,461","0,498","0,510","0,449","-7,62%"
"11.01.2022","0,499","0,501","0,510","0,477","4,39%"
"10.01.2022","0,478","0,516","0,525","0,467","-6,09%"
"07.01.2022","0,509","0,497","0,510","0,476","6,26%"
"06.01.2022","0,479","0,484","0,511","0,472","6,92%"
"05.01.2022","0,448","0,449","0,460","0,436","1,82%"
"04.01.2022","0,440","0,440","0,455","0,422","0,00%"
"03.01.2022","0,440","0,431","0,464","0,384","-2,00%"
"31.12.2021","0,449","0,449","0,449","0,449","5,65%"
"30.12.2021","0,425","0,423","0,447","0,402","1,92%"
"29.12.2021","0,417","0,384","0,426","0,384","9,74%"
"28.12.2021","0,380","0,400","0,430","0,378","-2,81%"
"27.12.2021","0,391","0,369","0,424","0,363","8,31%"
"24.12.2021","0,361","0,361","0,361","0,361","1,98%"
"23.12.2021","0,354","0,310","0,379","0,310","24,21%"
"22.12.2021","0,285","0,250","0,299","0,249","14,92%"
"21.12.2021","0,248","0,215","0,257","0,211","25,89%"
"20.12.2021","0,197","0,184","0,221","0,169","3,14%"
"17.12.2021","0,191","0,243","0,243","0,183","-25,39%"
"16.12.2021","0,256","0,196","0,299","0,187","28,00%"
"15.12.2021","0,200","0,206","0,218","0,196","1,01%"
"14.12.2021","0,198","0,170","0,205","0,154","19,28%"
"13.12.2021","0,166","0,221","0,221","0,161","-17,41%"
"10.12.2021","0,201","0,266","0,269","0,199","-20,24%"
"09.12.2021","0,252","0,277","0,282","0,244","-13,10%"
"08.12.2021","0,290","0,221","0,292","0,199","33,03%"
"07.12.2021","0,218","0,221","0,225","0,186","25,29%"
"06.12.2021","0,174","0,177","0,211","0,168","-18,31%"
"03.12.2021","0,213","0,233","0,258","0,198","-8,58%"
"02.12.2021","0,233","0,292","0,292","0,211","-17,67%"
"01.12.2021","0,283","0,230","0,297","0,229","32,24%"
"30.11.2021","0,214","0,206","0,222","0,176","4,90%"
"29.11.2021","0,204","0,198","0,230","0,195","8,80%"
"27.11.2021","0,188","0,188","0,188","0,188","-2,34%"
"26.11.2021","0,192","0,224","0,229","0,184","-25,87%"
"25.11.2021","0,259","0,243","0,271","0,228","1,17%"
"24.11.2021","0,256","0,231","0,285","0,227","9,40%"
"23.11.2021","0,234","0,162","0,246","0,162","56,00%"
"22.11.2021","0,150","0,089","0,155","0,078","57,89%"
"19.11.2021","0,095","0,160","0,162","0,087","-36,24%"
"18.11.2021","0,149","0,177","0,188","0,141","-23,98%"
"17.11.2021","0,196","0,200","0,211","0,183","1,55%"
"16.11.2021","0,193","0,223","0,239","0,190","-6,31%"
"15.11.2021","0,206","0,163","0,224","0,153","4,04%"
"12.11.2021","0,198","0,203","0,248","0,186","0,00%"
"11.11.2021","0,198","0,193","0,206","0,178","22,22%"
"10.11.2021","0,162","0,098","0,172","0,087","76,09%"
"09.11.2021","0,092","0,114","0,119","0,084","-19,30%"
"08.11.2021","0,114","0,118","0,130","0,104","2,70%"
"05.11.2021","0,111","0,175","0,181","0,110","-34,71%"
"04.11.2021","0,170","0,270","0,270","0,160","-40,97%"
"03.11.2021","0,288","0,292","0,296","0,260","-7,10%"
"02.11.2021","0,310","0,421","0,421","0,299","-33,76%"
"01.11.2021","0,468","0,473","0,528","0,433","24,47%"
"30.10.2021","0,376","0,376","0,376","0,376","-5,29%"
"29.10.2021","0,397","0,363","0,435","0,326","50,95%"
"28.10.2021","0,263","0,203","0,303","0,203","66,46%"
"27.10.2021","0,158","0,176","0,192","0,135","-10,23%"
"26.10.2021","0,176","0,157","0,178","0,149","8,64%"
"25.10.2021","0,162","0,173","0,191","0,157","-15,40%"
"23.10.2021","0,191","0,191","0,191","0,191","-5,20%"
"22.10.2021","0,202","0,188","0,217","0,187","14,77%"
"21.10.2021","0,176","0,155","0,181","0,144","16,56%"
"20.10.2021","0,151","0,176","0,182","0,148","-7,93%"
"19.10.2021","0,164","0,116","0,178","0,114","18,84%"
"18.10.2021","0,138","0,109","0,161","0,106","66,27%"
"15.10.2021","0,083","0,078","0,094","0,078","20,29%"
"14.10.2021","0,069","0,123","0,129","0,066","-37,84%"
"13.10.2021","0,111","0,107","0,120","0,096","4,72%"
"12.10.2021","0,106","0,106","0,109","0,085","3,92%"
"11.10.2021","0,102","0,084","0,104","0,080","36,00%"
"08.10.2021","0,075","0,075","0,089","0,045","29,31%"
"07.10.2021","0,058","0,063","0,068","0,043","-30,12%"
"06.10.2021","0,083","0,098","0,111","0,074","29,69%"
"05.10.2021","0,064","0,047","0,071","0,036","23,08%"
"04.10.2021","0,052","0,046","0,065","0,045","10,64%"
"01.10.2021","0,047","0,070","0,079","0,039","-43,37%"
"30.09.2021","0,083","0,071","0,087","0,056","27,69%"
"29.09.2021","0,065","0,074","0,075","0,052","-26,14%"
"28.09.2021","0,088","0,066","0,101","0,060","95,56%"
"27.09.2021","0,045","0,023","0,060","0,019","109,30%"
"25.09.2021","0,022","0,023","0,023","0,022","-30,65%"
"24.09.2021","0,031","0,006","0,041","0,006","-321,43%"
"23.09.2021","-0,014","-0,040","-0,011","-0,058","-74,07%"
"22.09.2021","-0,054","-0,024","-0,020","-0,057","68,75%"
"21.09.2021","-0,032","-0,012","-0,007","-0,034","540,00%"
"20.09.2021","-0,005","0,005","0,010","-0,017","11,11%"
"18.09.2021","-0,004","-0,004","-0,004","-0,004","-25,00%"
"17.09.2021","-0,006","-0,017","0,011","-0,024","-72,73%"
"16.09.2021","-0,022","-0,016","-0,012","-0,027","22,22%"
"15.09.2021","-0,018","-0,047","-0,017","-0,049","-65,38%"
"14.09.2021","-0,052","-0,019","-0,001","-0,053","160,00%"
"13.09.2021","-0,020","-0,002","0,002","-0,025","150,00%"
"12.09.2021","-0,008","-0,008","-0,008","-0,008","-20,00%"
"11.09.2021","-0,010","-0,010","-0,010","-0,010","150,00%"
"10.09.2021","-0,004","-0,023","-0,001","-0,023","-86,67%"
"09.09.2021","-0,030","0,039","0,041","-0,031","-196,77%"
"08.09.2021","0,031","0,034","0,040","0,015","-6,06%"
"07.09.2021","0,033","-0,020","0,034","-0,020","-226,92%"
"06.09.2021","-0,026","-0,020","-0,003","-0,029","44,44%"
"03.09.2021","-0,018","-0,041","-0,010","-0,043","-56,10%"
"02.09.2021","-0,041","-0,023","-0,023","-0,046","215,38%"
"01.09.2021","-0,013","-0,003","0,009","-0,015","550,00%"
