"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"27.01.2022","0,144","0,206","0,217","0,143","-14,79%"
"26.01.2022","0,169","0,141","0,181","0,139","18,18%"
"25.01.2022","0,143","0,144","0,150","0,125","2,14%"
"24.01.2022","0,140","0,142","0,147","0,119","-2,78%"
"21.01.2022","0,144","0,154","0,165","0,132","-10,00%"
"20.01.2022","0,160","0,184","0,184","0,152","-15,34%"
"19.01.2022","0,189","0,199","0,209","0,162","13,86%"
"18.01.2022","0,166","0,169","0,182","0,153","3,75%"
"17.01.2022","0,160","0,165","0,169","0,150","8,84%"
"14.01.2022","0,147","0,132","0,161","0,131","12,21%"
"13.01.2022","0,131","0,151","0,160","0,120","-2,96%"
"12.01.2022","0,135","0,161","0,168","0,121","-17,18%"
"11.01.2022","0,163","0,170","0,176","0,149","7,24%"
"10.01.2022","0,152","0,179","0,191","0,138","-14,12%"
"07.01.2022","0,177","0,162","0,186","0,143","18,00%"
"06.01.2022","0,150","0,147","0,167","0,133","28,21%"
"05.01.2022","0,117","0,116","0,126","0,101","7,34%"
"04.01.2022","0,109","0,113","0,121","0,093","0,00%"
"03.01.2022","0,109","0,156","0,181","0,091","-11,38%"
"31.12.2021","0,123","0,123","0,123","0,123","-3,91%"
"30.12.2021","0,128","0,125","0,144","0,098","2,40%"
"29.12.2021","0,125","0,106","0,136","0,096","28,87%"
"28.12.2021","0,097","0,123","0,136","0,092","-14,16%"
"27.12.2021","0,113","0,098","0,141","0,097","71,21%"
"24.12.2021","0,066","0,066","0,066","0,066","-8,33%"
"23.12.2021","0,072","0,034","0,089","0,032","2.300,00%"
"22.12.2021","0,003","-0,023","0,015","-0,024","-112,50%"
"21.12.2021","-0,024","-0,063","-0,023","-0,066","-63,64%"
"20.12.2021","-0,066","-0,073","-0,055","-0,089","-1,49%"
"17.12.2021","-0,067","-0,038","-0,026","-0,074","318,75%"
"16.12.2021","-0,016","-0,058","0,025","-0,067","-68,63%"
"15.12.2021","-0,051","-0,062","-0,043","-0,066","-64,34%"
"14.12.2021","-0,143","-0,173","-0,108","-0,199","-21,43%"
"13.12.2021","-0,182","-0,131","-0,128","-0,182","28,17%"
"10.12.2021","-0,142","-0,094","-0,075","-0,152","51,06%"
"09.12.2021","-0,094","-0,079","-0,048","-0,110","67,86%"
"08.12.2021","-0,056","-0,108","-0,043","-0,131","-45,63%"
"07.12.2021","-0,103","-0,118","-0,095","-0,138","-29,45%"
"06.12.2021","-0,146","-0,121","-0,096","-0,158","29,20%"
"03.12.2021","-0,113","-0,108","-0,072","-0,132","17,71%"
"02.12.2021","-0,096","-0,059","-0,048","-0,125","68,42%"
"01.12.2021","-0,057","-0,116","-0,037","-0,116","-56,15%"
"30.11.2021","-0,130","-0,152","-0,117","-0,167","-11,56%"
"29.11.2021","-0,147","-0,157","-0,114","-0,159","-6,67%"
"27.11.2021","-0,157","-0,157","-0,157","-0,157","-0,32%"
"26.11.2021","-0,158","-0,131","-0,124","-0,163","-16,84%"
"25.11.2021","-0,190","-0,223","-0,160","-0,231","-1,55%"
"24.11.2021","-0,193","-0,211","-0,169","-0,222","-3,02%"
"23.11.2021","-0,199","-0,259","-0,182","-0,260","-21,96%"
"22.11.2021","-0,255","-0,314","-0,245","-0,322","-17,48%"
"20.11.2021","-0,309","-0,309","-0,309","-0,309","2,66%"
"19.11.2021","-0,301","-0,261","-0,245","-0,310","12,31%"
"18.11.2021","-0,268","-0,242","-0,232","-0,280","17,03%"
"17.11.2021","-0,229","-0,224","-0,200","-0,237","1,33%"
"16.11.2021","-0,226","-0,195","-0,170","-0,227","9,18%"
"15.11.2021","-0,207","-0,246","-0,190","-0,246","-1,43%"
"12.11.2021","-0,210","-0,210","-0,166","-0,223","0,00%"
"11.11.2021","-0,210","-0,212","-0,181","-0,235","-12,50%"
"10.11.2021","-0,240","-0,293","-0,229","-0,300","-18,92%"
"09.11.2021","-0,296","-0,274","-0,245","-0,301","8,42%"
"08.11.2021","-0,273","-0,264","-0,237","-0,280","0,74%"
"05.11.2021","-0,271","-0,225","-0,212","-0,275","17,83%"
"04.11.2021","-0,230","-0,161","-0,143","-0,241","66,67%"
"03.11.2021","-0,138","-0,152","-0,127","-0,172","0,00%"
"02.11.2021","-0,138","-0,029","-0,027","-0,147","-1.020,00%"
"01.11.2021","0,015","0,023","0,082","-0,007","500,00%"
"30.10.2021","0,002","0,002","0,002","0,002","-87,50%"
"29.10.2021","0,020","-0,003","0,051","-0,041","-120,41%"
"28.10.2021","-0,098","-0,123","-0,042","-0,133","-44,63%"
"27.10.2021","-0,177","-0,177","-0,151","-0,206","1,14%"
"26.10.2021","-0,175","-0,172","-0,154","-0,194","-5,41%"
"25.10.2021","-0,185","-0,178","-0,136","-0,188","15,99%"
"23.10.2021","-0,160","-0,160","-0,160","-0,160","7,77%"
"22.10.2021","-0,148","-0,163","-0,124","-0,164","-15,91%"
"21.10.2021","-0,176","-0,197","-0,162","-0,209","-10,66%"
"20.10.2021","-0,197","-0,170","-0,156","-0,201","8,24%"
"19.10.2021","-0,182","-0,221","-0,153","-0,222","-2,15%"
"18.10.2021","-0,186","-0,227","-0,156","-0,237","-26,77%"
"15.10.2021","-0,254","-0,255","-0,211","-0,259","-3,79%"
"14.10.2021","-0,264","-0,235","-0,196","-0,271","14,29%"
"13.10.2021","-0,231","-0,243","-0,208","-0,252","-6,85%"
"12.10.2021","-0,248","-0,231","-0,219","-0,265","4,20%"
"11.10.2021","-0,238","-0,260","-0,218","-0,267","-5,56%"
"08.10.2021","-0,252","-0,264","-0,225","-0,299","-11,58%"
"07.10.2021","-0,285","-0,285","-0,234","-0,298","7,14%"
"06.10.2021","-0,266","-0,244","-0,215","-0,272","-4,66%"
"05.10.2021","-0,279","-0,287","-0,245","-0,297","-2,11%"
"04.10.2021","-0,285","-0,273","-0,249","-0,290","-0,35%"
"01.10.2021","-0,286","-0,266","-0,242","-0,291","13,04%"
"30.09.2021","-0,253","-0,262","-0,236","-0,273","-4,89%"
"29.09.2021","-0,266","-0,260","-0,234","-0,273","5,56%"
"28.09.2021","-0,252","-0,263","-0,218","-0,273","-9,35%"
"27.09.2021","-0,278","-0,289","-0,236","-0,294","-5,76%"
"25.09.2021","-0,295","-0,294","-0,294","-0,295","3,87%"
"24.09.2021","-0,284","-0,301","-0,262","-0,302","-10,41%"
"23.09.2021","-0,317","-0,327","-0,283","-0,349","-6,21%"
"22.09.2021","-0,338","-0,317","-0,301","-0,345","3,05%"
"21.09.2021","-0,328","-0,306","-0,287","-0,328","9,70%"
"20.09.2021","-0,299","-0,288","-0,261","-0,308","-0,66%"
"19.09.2021","-0,301","-0,301","-0,301","-0,301","0,33%"
"18.09.2021","-0,300","-0,300","-0,300","-0,300","2,04%"
"17.09.2021","-0,294","-0,284","-0,258","-0,304","-3,92%"
"16.09.2021","-0,306","-0,304","-0,298","-0,317","2,00%"
"15.09.2021","-0,300","-0,317","-0,299","-0,326","-8,26%"
"14.09.2021","-0,327","-0,310","-0,292","-0,334","5,14%"
"13.09.2021","-0,311","-0,298","-0,278","-0,314","0,97%"
"12.09.2021","-0,308","-0,308","-0,308","-0,308","-1,12%"
"11.09.2021","-0,312","-0,312","-0,312","-0,312","4,18%"
"10.09.2021","-0,299","-0,315","-0,267","-0,317","-6,56%"
"09.09.2021","-0,320","-0,270","-0,257","-0,322","15,11%"
"08.09.2021","-0,278","-0,283","-0,265","-0,294","-1,77%"
"07.09.2021","-0,283","-0,318","-0,279","-0,321","-14,24%"
"06.09.2021","-0,330","-0,315","-0,294","-0,332","6,80%"
"03.09.2021","-0,309","-0,320","-0,296","-0,326","-4,63%"
"02.09.2021","-0,324","-0,302","-0,297","-0,333","10,20%"
"01.09.2021","-0,294","-0,283","-0,266","-0,298","7,69%"
